participant_code,device,session_start,trial_index,is_practice,condition,correct_response,prime,target,response,correct,rt_ms,focus_lost
64WSBX,desktop,2026-09-03T20:39:03.324Z,30,false,nonword,no,graib,plome,yes,false,843,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,31,false,unassociated,yes,pen,girl,yes,true,1076,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,32,false,nonword,no,naight,ladder,no,true,1342,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,33,false,nonword,no,planet,blick,no,true,784,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,34,false,associated,yes,hammer,nail,yes,true,976,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,35,false,nonword,no,quing,window,no,true,767,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,36,false,unassociated,yes,boy,father,yes,true,978,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,37,false,unassociated,yes,king,dog,yes,true,831,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,38,false,nonword,no,trell,pillow,no,true,1202,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,39,false,unassociated,yes,black,butter,yes,true,1138,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,40,false,nonword,no,basket,wab,no,true,887,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,41,false,unassociated,yes,doctor,moon,yes,true,1206,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,42,false,unassociated,yes,cup,paper,yes,true,727,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,43,false,nonword,no,sturn,monkey,no,true,1043,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,44,false,nonword,no,fonk,candle,no,true,944,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,45,false,unassociated,yes,mother,pepper,yes,true,873,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,46,false,nonword,no,hant,letter,no,true,1049,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,47,false,associated,yes,table,chair,yes,true,899,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,48,false,nonword,no,threed,mether,no,true,987,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,49,false,associated,yes,shoe,sock,yes,true,855,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,50,false,associated,yes,needle,thread,yes,true,978,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,51,false,nonword,no,jacket,cald,no,true,1047,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,52,false,unassociated,yes,cat,queen,yes,true,839,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,53,false,nonword,no,engine,vosk,no,true,982,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,54,false,unassociated,yes,lock,nurse,yes,true,1124,false
65L3X0,touch,2026-09-03T20:40:03.460Z,1,true,nonword,no,lamp,gorp,no,true,1096,false
65L3X0,touch,2026-09-03T20:40:03.460Z,2,true,nonword,no,trink,house,yes,false,979,false
65L3X0,touch,2026-09-03T20:40:03.460Z,3,true,associated,yes,north,south,yes,true,738,false
65L3X0,touch,2026-09-03T20:40:03.460Z,4,true,associated,yes,coffee,tea,yes,true,680,false
65L3X0,touch,2026-09-03T20:40:03.460Z,5,true,unassociated,yes,shirt,river,yes,true,1179,false
65L3X0,touch,2026-09-03T20:40:03.460Z,6,true,unassociated,yes,apple,door,yes,true,93,false
65L3X0,touch,2026-09-03T20:40:03.460Z,7,false,associated,yes,needle,thread,yes,true,759,false
65L3X0,touch,2026-09-03T20:40:03.460Z,8,false,unassociated,yes,sun,key,yes,true,878,false
65L3X0,touch,2026-09-03T20:40:03.460Z,9,false,nonword,no,rocket,threed,no,true,904,false
65L3X0,touch,2026-09-03T20:40:03.460Z,10,false,unassociated,yes,pen,queen,yes,true,823,false
65L3X0,touch,2026-09-03T20:40:03.460Z,11,false,associated,yes,table,chair,yes,true,534,false
65L3X0,touch,2026-09-03T20:40:03.460Z,12,false,unassociated,yes,day,sock,yes,true,849,false
65L3X0,touch,2026-09-03T20:40:03.460Z,13,false,nonword,no,borl,narse,no,true,825,false
65L3X0,touch,2026-09-03T20:40:03.460Z,14,false,nonword,no,nammer,window,no,true,940,false
65L3X0,touch,2026-09-03T20:40:03.460Z,15,false,nonword,no,quing,thumber,no,true,1056,false
65L3X0,touch,2026-09-03T20:40:03.460Z,16,false,nonword,no,wibe,crade,no,true,833,false
65L3X0,touch,2026-09-03T20:40:03.460Z,17,false,nonword,no,groop,ladder,yes,false,852,false
65L3X0,touch,2026-09-03T20:40:03.460Z,18,false,nonword,no,cald,brend,yes,false,979,false
65L3X0,touch,2026-09-03T20:40:03.460Z,19,false,nonword,no,wallet,pelper,no,true,973,false
65L3X0,touch,2026-09-03T20:40:03.460Z,20,false,nonword,no,flim,monkey,no,true,1255,false
65L3X0,touch,2026-09-03T20:40:03.460Z,21,false,nonword,no,paner,garden,no,true,792,false
65L3X0,touch,2026-09-03T20:40:03.460Z,22,false,nonword,no,planet,sturn,no,true,1117,false
65L3X0,touch,2026-09-03T20:40:03.460Z,23,false,nonword,no,dinner,moin,no,true,884,false
65L3X0,touch,2026-09-03T20:40:03.460Z,24,false,associated,yes,cat,dog,yes,true,659,false
65L3X0,touch,2026-09-03T20:40:03.460Z,25,false,nonword,no,carpet,wab,no,true,688,false
65L3X0,touch,2026-09-03T20:40:03.460Z,26,false,unassociated,yes,shoe,nurse,yes,true,1226,false
65L3X0,touch,2026-09-03T20:40:03.460Z,27,false,nonword,no,fonk,vosk,no,true,821,false
65L3X0,touch,2026-09-03T20:40:03.460Z,28,false,nonword,no,dorg,naight,no,true,916,false
65L3X0,touch,2026-09-03T20:40:03.460Z,29,false,associated,yes,husband,wife,yes,true,720,false
65L3X0,touch,2026-09-03T20:40:03.460Z,30,false,nonword,no,graib,jacket,no,true,143,false
65L3X0,touch,2026-09-03T20:40:03.460Z,31,false,unassociated,yes,bread,night,yes,true,1071,false
65L3X0,touch,2026-09-03T20:40:03.460Z,32,false,associated,yes,spider,web,yes,true,815,false
65L3X0,touch,2026-09-03T20:40:03.460Z,33,false,associated,yes,thunder,lightning,yes,true,827,false
65L3X0,touch,2026-09-03T20:40:03.460Z,34,false,nonword,no,plome,darp,no,true,560,false
65L3X0,touch,2026-09-03T20:40:03.460Z,35,false,unassociated,yes,lock,moon,yes,true,1281,false
65L3X0,touch,2026-09-03T20:40:03.460Z,36,false,unassociated,yes,king,saucer,yes,true,985,false
65L3X0,touch,2026-09-03T20:40:03.460Z,37,false,unassociated,yes,black,father,yes,true,822,false
65L3X0,touch,2026-09-03T20:40:03.460Z,38,false,unassociated,yes,cup,nail,yes,true,716,false
65L3X0,touch,2026-09-03T20:40:03.460Z,39,false,nonword,no,saucel,blick,no,true,1294,false
65L3X0,touch,2026-09-03T20:40:03.460Z,40,false,associated,yes,hot,cold,yes,true,686,false
65L3X0,touch,2026-09-03T20:40:03.460Z,41,false,unassociated,yes,doctor,paper,yes,true,648,false
65L3X0,touch,2026-09-03T20:40:03.460Z,42,false,nonword,no,market,trell,no,true,675,false
65L3X0,touch,2026-09-03T20:40:03.460Z,43,false,associated,yes,hand,foot,yes,true,781,false
65L3X0,touch,2026-09-03T20:40:03.460Z,44,false,nonword,no,mether,candle,no,true,895,false
65L3X0,touch,2026-09-03T20:40:03.460Z,45,false,nonword,no,scok,pencil,no,true,1092,false
65L3X0,touch,2026-09-03T20:40:03.460Z,46,false,nonword,no,pillow,chaif,no,true,879,false
65L3X0,touch,2026-09-03T20:40:03.460Z,47,false,unassociated,yes,mother,butter,yes,true,790,false
65L3X0,touch,2026-09-03T20:40:03.460Z,48,false,nonword,no,hant,letter,no,true,1431,false
65L3X0,touch,2026-09-03T20:40:03.460Z,49,false,associated,yes,knife,fork,no,false,880,false
65L3X0,touch,2026-09-03T20:40:03.460Z,50,false,unassociated,yes,hammer,white,yes,true,837,false
65L3X0,touch,2026-09-03T20:40:03.460Z,51,false,associated,yes,salt,pepper,yes,true,725,false
65L3X0,touch,2026-09-03T20:40:03.460Z,52,false,associated,yes,boy,girl,yes,true,559,false
65L3X0,touch,2026-09-03T20:40:03.460Z,53,false,associated,yes,bride,groom,yes,true,845,false
65L3X0,touch,2026-09-03T20:40:03.460Z,54,false,nonword,no,tunnel,kez,no,true,1303,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,1,true,unassociated,yes,apple,door,yes,true,841,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,2,true,associated,yes,north,south,yes,true,794,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,3,true,unassociated,yes,shirt,river,yes,true,864,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,4,true,nonword,no,trink,house,no,true,1319,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,5,true,associated,yes,coffee,tea,yes,true,709,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,6,true,nonword,no,lamp,gorp,no,true,1079,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,7,false,associated,yes,thunder,lightning,yes,true,772,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,8,false,nonword,no,nammer,paner,no,true,801,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,9,false,nonword,no,crade,music,no,true,815,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,10,false,nonword,no,tunnel,cald,yes,false,720,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,11,false,nonword,no,wallet,saucel,no,true,954,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,12,false,nonword,no,letter,vosk,no,true,954,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,13,false,unassociated,yes,sun,butter,no,false,758,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,14,false,nonword,no,graib,garden,no,true,617,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,15,false,unassociated,yes,boy,father,yes,true,673,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,16,false,nonword,no,pelper,moin,no,true,993,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,17,false,unassociated,yes,black,groom,yes,true,1199,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,18,false,nonword,no,wab,engine,no,true,877,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,19,false,associated,yes,cat,dog,yes,true,811,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,20,false,nonword,no,carpet,chaif,no,true,987,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,21,false,unassociated,yes,bride,paper,yes,true,1051,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,22,false,nonword,no,trell,forest,no,true,1084,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,23,false,unassociated,yes,bread,key,yes,true,785,true
7MB1W9,desktop,2026-09-03T20:43:13.562Z,24,false,associated,yes,needle,thread,yes,true,801,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,25,false,nonword,no,wibe,groop,no,true,756,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,26,false,associated,yes,king,queen,yes,true,1074,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,27,false,unassociated,yes,pen,pepper,yes,true,985,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,28,false,nonword,no,borl,monkey,no,true,792,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,29,false,associated,yes,hammer,nail,yes,true,836,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,30,false,associated,yes,hot,cold,yes,true,1186,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,31,false,unassociated,yes,salt,night,yes,true,765,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,32,false,nonword,no,jacket,mether,yes,false,894,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,33,false,nonword,no,kez,dorg,no,true,924,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,34,false,nonword,no,thumber,sturn,no,true,998,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,35,false,associated,yes,doctor,nurse,yes,true,818,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,36,false,nonword,no,market,hant,no,true,1078,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,37,false,associated,yes,knife,fork,yes,true,1005,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,38,false,associated,yes,cup,saucer,yes,true,655,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,39,false,nonword,no,velvet,naight,no,true,961,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,40,false,nonword,no,silver,flim,no,true,841,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,41,false,unassociated,yes,day,moon,yes,true,819,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,42,false,nonword,no,brend,bottle,no,true,1042,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,43,false,nonword,no,quing,ladder,no,true,776,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,44,false,nonword,no,scok,fonk,no,true,990,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,45,false,nonword,no,plome,blick,no,true,94,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,46,false,unassociated,yes,shoe,chair,yes,true,705,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,47,false,associated,yes,spider,web,yes,true,1058,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,48,false,nonword,no,narse,darp,no,true,1049,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,49,false,unassociated,yes,lock,sock,yes,true,527,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,50,false,nonword,no,threed,yellow,no,true,634,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,51,false,associated,yes,hand,foot,yes,true,852,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,52,false,unassociated,yes,mother,girl,yes,true,865,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,53,false,associated,yes,husband,wife,yes,true,623,false
7MB1W9,desktop,2026-09-03T20:43:13.562Z,54,false,unassociated,yes,table,white,yes,true,767,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,1,true,unassociated,yes,apple,door,yes,true,920,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,2,true,nonword,no,lamp,gorp,no,true,966,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,3,true,associated,yes,coffee,tea,yes,true,929,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,4,true,nonword,no,trink,house,no,true,1024,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,5,true,associated,yes,north,south,yes,true,936,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,6,true,unassociated,yes,shirt,river,yes,true,935,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,7,false,nonword,no,groop,threed,no,true,915,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,8,false,associated,yes,husband,wife,yes,true,740,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,9,false,nonword,no,blick,graib,no,true,816,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,10,false,unassociated,yes,pen,fork,yes,true,759,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,11,false,unassociated,yes,boy,key,yes,true,923,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,12,false,unassociated,yes,table,girl,yes,true,1143,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,13,false,nonword,no,vosk,wallet,no,true,853,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,14,false,unassociated,yes,needle,nurse,yes,true,760,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,15,false,unassociated,yes,lock,chair,yes,true,631,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,16,false,associated,yes,bride,groom,yes,true,821,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,17,false,nonword,no,cald,chaif,no,true,866,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,18,false,nonword,no,saucel,bottle,yes,false,941,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,19,false,nonword,no,carpet,borl,no,true,889,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,20,false,associated,yes,day,night,yes,true,554,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,21,false,nonword,no,thumber,pillow,no,true,718,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,22,false,associated,yes,salt,pepper,yes,true,527,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,23,false,nonword,no,plome,letter,no,true,902,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,24,false,nonword,no,pelper,sturn,no,true,866,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,25,false,unassociated,yes,thunder,sock,yes,true,770,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,26,false,associated,yes,hammer,nail,yes,true,740,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,27,false,associated,yes,cat,dog,yes,true,801,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,28,false,nonword,no,trell,music,no,true,586,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,29,false,nonword,no,mether,moin,no,true,968,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,30,false,nonword,no,kez,narse,no,true,825,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,31,false,nonword,no,flim,wibe,no,true,968,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,32,false,associated,yes,cup,saucer,yes,true,690,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,33,false,nonword,no,naight,forest,no,true,705,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,34,false,unassociated,yes,shoe,foot,yes,true,1098,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,35,false,nonword,no,silver,fonk,no,true,992,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,36,false,nonword,no,paner,rocket,no,true,921,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,37,false,unassociated,yes,doctor,lightning,yes,true,962,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,38,false,nonword,no,planet,quing,no,true,5895,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,39,false,unassociated,yes,bread,cold,yes,true,911,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,40,false,associated,yes,king,queen,yes,true,1084,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,41,false,associated,yes,black,white,yes,true,857,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,42,false,unassociated,yes,knife,butter,yes,true,954,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,43,false,nonword,no,ladder,nammer,no,true,586,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,44,false,nonword,no,velvet,wab,no,true,938,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,45,false,nonword,no,garden,darp,no,true,978,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,46,false,nonword,no,scok,brend,no,true,1256,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,47,false,associated,yes,sun,moon,yes,true,766,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,48,false,unassociated,yes,hand,thread,yes,true,1025,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,49,false,nonword,no,monkey,dorg,no,true,1060,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,50,false,associated,yes,mother,father,yes,true,665,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,51,false,nonword,no,jacket,crade,no,true,965,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,52,false,nonword,no,hant,yellow,no,true,1215,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,53,false,unassociated,yes,hot,paper,yes,true,745,false
8YG2L9,desktop,2026-09-03T20:49:14.634Z,54,false,associated,yes,spider,web,yes,true,680,false
D236QP,touch,2026-09-03T20:49:38.180Z,1,true,unassociated,yes,apple,door,yes,true,852,false
D236QP,touch,2026-09-03T20:49:38.180Z,2,true,nonword,no,trink,house,no,true,799,false
D236QP,touch,2026-09-03T20:49:38.180Z,3,true,associated,yes,north,south,yes,true,867,false
D236QP,touch,2026-09-03T20:49:38.180Z,4,true,associated,yes,coffee,tea,yes,true,905,false
D236QP,touch,2026-09-03T20:49:38.180Z,5,true,nonword,no,lamp,gorp,no,true,1276,false
D236QP,touch,2026-09-03T20:49:38.180Z,6,true,unassociated,yes,shirt,river,yes,true,877,false
D236QP,touch,2026-09-03T20:49:38.180Z,7,false,nonword,no,narse,plome,no,true,926,false
D236QP,touch,2026-09-03T20:49:38.180Z,8,false,nonword,no,sturn,rocket,no,true,704,false
D236QP,touch,2026-09-03T20:49:38.180Z,9,false,associated,yes,hot,cold,yes,true,754,false
D236QP,touch,2026-09-03T20:49:38.180Z,10,false,unassociated,yes,cat,wife,yes,true,830,false
D236QP,touch,2026-09-03T20:49:38.180Z,11,false,unassociated,yes,hammer,dog,yes,true,856,false
D236QP,touch,2026-09-03T20:49:38.180Z,12,false,unassociated,yes,sun,nail,yes,true,763,false
D236QP,touch,2026-09-03T20:49:38.180Z,13,false,unassociated,yes,lock,moon,yes,true,665,false
D236QP,touch,2026-09-03T20:49:38.180Z,14,false,nonword,no,paner,brend,yes,false,700,false
D236QP,touch,2026-09-03T20:49:38.180Z,15,false,unassociated,yes,boy,fork,yes,true,825,false
D236QP,touch,2026-09-03T20:49:38.180Z,16,false,associated,yes,cup,saucer,yes,true,3476,false
D236QP,touch,2026-09-03T20:49:38.180Z,17,false,associated,yes,shoe,sock,yes,true,957,false
D236QP,touch,2026-09-03T20:49:38.180Z,18,false,unassociated,yes,husband,girl,yes,true,1046,true
D236QP,touch,2026-09-03T20:49:38.180Z,19,false,nonword,no,trell,letter,no,true,1075,false
D236QP,touch,2026-09-03T20:49:38.180Z,20,false,nonword,no,quing,thumber,no,true,775,false
D236QP,touch,2026-09-03T20:49:38.180Z,21,false,nonword,no,window,mether,no,true,851,false
D236QP,touch,2026-09-03T20:49:38.180Z,22,false,nonword,no,jacket,hant,no,true,955,false
D236QP,touch,2026-09-03T20:49:38.180Z,23,false,nonword,no,wallet,kez,no,true,869,false
D236QP,touch,2026-09-03T20:49:38.180Z,24,false,unassociated,yes,needle,key,yes,true,992,false
D236QP,touch,2026-09-03T20:49:38.180Z,25,false,unassociated,yes,knife,white,yes,true,689,false
D236QP,touch,2026-09-03T20:49:38.180Z,26,false,nonword,no,groop,tunnel,no,true,813,false
D236QP,touch,2026-09-03T20:49:38.180Z,27,false,unassociated,yes,table,father,yes,true,668,false
D236QP,touch,2026-09-03T20:49:38.180Z,28,false,nonword,no,borl,monkey,no,true,755,false
D236QP,touch,2026-09-03T20:49:38.180Z,29,false,nonword,no,planet,fonk,no,true,1112,false
D236QP,touch,2026-09-03T20:49:38.180Z,30,false,associated,yes,pen,paper,yes,true,634,false
D236QP,touch,2026-09-03T20:49:38.180Z,31,false,associated,yes,hand,foot,yes,true,789,false
D236QP,touch,2026-09-03T20:49:38.180Z,32,false,nonword,no,pelper,blick,no,true,885,false
D236QP,touch,2026-09-03T20:49:38.180Z,33,false,nonword,no,carpet,threed,no,true,918,false
D236QP,touch,2026-09-03T20:49:38.180Z,34,false,nonword,no,graib,wibe,no,true,737,false
D236QP,touch,2026-09-03T20:49:38.180Z,35,false,nonword,no,dinner,moin,no,true,696,false
D236QP,touch,2026-09-03T20:49:38.180Z,36,false,associated,yes,thunder,lightning,yes,true,650,false
D236QP,touch,2026-09-03T20:49:38.180Z,37,false,unassociated,yes,mother,chair,yes,true,614,false
D236QP,touch,2026-09-03T20:49:38.180Z,38,false,nonword,no,nammer,pencil,no,true,1131,false
D236QP,touch,2026-09-03T20:49:38.180Z,39,false,nonword,no,crade,dorg,no,true,1159,false
D236QP,touch,2026-09-03T20:49:38.180Z,40,false,unassociated,yes,black,butter,yes,true,858,false
D236QP,touch,2026-09-03T20:49:38.180Z,41,false,nonword,no,silver,chaif,yes,false,1170,false
D236QP,touch,2026-09-03T20:49:38.180Z,42,false,associated,yes,day,night,yes,true,666,false
D236QP,touch,2026-09-03T20:49:38.180Z,43,false,nonword,no,darp,vosk,no,true,716,false
D236QP,touch,2026-09-03T20:49:38.180Z,44,false,nonword,no,cald,pillow,no,true,659,false
D236QP,touch,2026-09-03T20:49:38.180Z,45,false,nonword,no,saucel,garden,no,true,963,false
D236QP,touch,2026-09-03T20:49:38.180Z,46,false,associated,yes,bride,groom,yes,true,654,false
D236QP,touch,2026-09-03T20:49:38.180Z,47,false,associated,yes,spider,web,yes,true,733,false
D236QP,touch,2026-09-03T20:49:38.180Z,48,false,unassociated,yes,bread,thread,no,false,652,false
D236QP,touch,2026-09-03T20:49:38.180Z,49,false,associated,yes,doctor,nurse,yes,true,482,false
D236QP,touch,2026-09-03T20:49:38.180Z,50,false,nonword,no,naight,forest,no,true,959,false
D236QP,touch,2026-09-03T20:49:38.180Z,51,false,nonword,no,bottle,wab,no,true,946,false
D236QP,touch,2026-09-03T20:49:38.180Z,52,false,associated,yes,salt,pepper,yes,true,442,false
D236QP,touch,2026-09-03T20:49:38.180Z,53,false,nonword,no,flim,scok,no,true,1026,false
D236QP,touch,2026-09-03T20:49:38.180Z,54,false,associated,yes,king,queen,yes,true,798,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,1,true,nonword,no,trink,house,no,true,909,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,2,true,unassociated,yes,shirt,river,yes,true,954,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,3,true,associated,yes,coffee,tea,yes,true,738,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,4,true,unassociated,yes,apple,door,no,false,865,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,5,true,associated,yes,north,south,yes,true,1025,true
DWXMUM,touch,2026-09-03T20:50:56.584Z,6,true,nonword,no,lamp,gorp,no,true,806,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,7,false,nonword,no,fonk,threed,no,true,1077,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,8,false,nonword,no,naight,music,no,true,918,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,9,false,unassociated,yes,hot,father,yes,true,928,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,10,false,nonword,no,ladder,vosk,no,true,804,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,11,false,nonword,no,nammer,kez,no,true,976,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,12,false,associated,yes,needle,thread,no,false,784,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,13,false,nonword,no,plome,basket,no,true,984,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,14,false,nonword,no,flim,graib,yes,false,1008,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,15,false,nonword,no,narse,quing,no,true,924,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,16,false,associated,yes,lock,key,yes,true,996,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,17,false,nonword,no,blick,velvet,no,true,895,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,18,false,unassociated,yes,hand,queen,no,false,137,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,19,false,nonword,no,scok,saucel,no,true,98,true
DWXMUM,touch,2026-09-03T20:50:56.584Z,20,false,nonword,no,bottle,paner,no,true,970,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,21,false,nonword,no,brend,thumber,no,true,916,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,22,false,unassociated,yes,bread,white,yes,true,877,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,23,false,nonword,no,groop,forest,no,true,766,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,24,false,associated,yes,spider,web,yes,true,602,false
DWXMUM,touch,2026-09-03T20:50:56.584Z,25,false,unassociated,yes,black,paper,yes,true,789,false
